UPM;VIV_SEL;HOGAR;P2_4;P2_5;P2_6;P2_7;P2_8;P2_9_1;P2_9_2;P2_9_3;P2_9_4;P2_9_5;P2_9_6;P5_2;P5_3;P5_4;P6_1_1;P6_1_2;P6_1_3;P6_1_4;P6_1_5;P6_1_6;P6_1_7;P6_1_8;P6_1_9;P6_1_10;P6_1_11;P6_1_12;P6_1_13;P6_1_14;P6_1_15;P7_1_1;P7_1_2;P7_1_3;P7_1_4;P7_1_5;P7_1_6;P7_1_7;P7_1_8;P7_1_9;P7_1_10;P7_1_11;P7_1_12;P7_1_13;P7_1_14;P7_1_15;P7_1_16;P7_2_1;P7_2_2;P7_2_3;P7_2_4;P7_2_5;P7_2_6;P7_2_7;P7_2_8;P7_2_9;P7_3_1;P7_3_1M;P7_3_2;P7_3_2M;P7_3_3;P7_3_3M;P7_3_4;P7_3_4M;P7_3_5;P7_3_5M;P7_3_6;P7_3_6M;P7_4;P7_5;NUMREN;PA_2;PA_3_1;PA_3_2;P5_1_01;P5_1_02;P5_1_03;P5_1_04;P5_1_05;P5_1_06;P5_1_07;P5_1_08;P5_1_09;P5_1_10;P5_1_11;P5_1_12;P5_1_13;P5_1_14;P5_1_15;P5_1_16;P5_1_17;P5_1_18;P5_1_19;ENT;DOMINIO;REGION;EST_DIS;UPM_DIS;ESTRATO;FAC_HOGAR
00036;02;1;03;2; ; ;2; ; ; ; ; ; ;2; ; ;1;2;2;1;1;1;2;2;1;1;1;1;2;1;2;0200;0150;0000;0000;0100;0000;0300;0150;0070;0000;0000;0020;0000;0000;0300;0450;000000;000000;000000;008000;000000;000000;000000;000000;000000;2; ;2; ;2; ;2; ;2; ;2; ;00; ;03; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;01;1;2;006;00036;3;237
00036;03;1;04;2; ; ;2; ; ; ; ; ; ;2; ; ;1;1;2;1;1;1;1;1;1;1;1;1;2;1;2;0200;0200;0030;0020;0050;0020;0120;0100;0040;0000;0000;0060;0040;0000;0000;0100;000000;000000;000000;000000;000000;000000;000000;000000;000000;2; ;2; ;2; ;2; ;2; ;2; ;00; ;02; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;01;1;2;006;00036;3;237
00036;04;1;05;2; ; ;2; ; ; ; ; ; ;2; ; ;1;1;1;2;2;1;1;2;1;1;1;1;2;1;1;0000;0000;0045;0020;0000;0000;0200;0100;0000;0000;0000;0000;0300;0000;0000;0000;000000;000000;000000;000000;000000;000000;002800;000000;000000;2; ;2; ;2; ;2; ;2; ;2; ;00; ;02; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;01;1;2;006;00036;3;237
00036;05;1;05;2; ; ;2; ; ; ; ; ; ;1;1;010010002693602;1;2;2;1;2;1;1;2;1;1;1;1;2;1;2;0200;0200;0096;0085;0080;0012;0200;0127;0023;0020;0079;0070;0009;0000;0000;0000;000000;000000;000000;000000;000000;000000;000000;000000;000000;2; ;2; ;2; ;2; ;2; ;2; ;01;999999;02; ; ; ;1;1; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;01;1;2;006;00036;3;237
00037;01;1;08;2; ; ;2; ; ; ; ; ; ;2; ; ;1;2;2;2;2;1;2;2;1;1;1;1;2;1;2;0100;0060;0060;0040;0040;0035;0200;0100;0100;0050;0000;0050;0050;0000;0000;0000;000000;000000;000000;000000;000000;000000;000000;000000;000000;2; ;2; ;2; ;2; ;2; ;2; ;00; ;01; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;01;1;2;006;00037;3;226
00037;02;1;03;2; ; ;2; ; ; ; ; ; ;2; ; ;1;2;2;2;1;1;1;1;1;1;1;1;2;1;1;0000;0070;0090;0100;0050;0050;0100;0100;0030;0000;0000;0035;0032;0000;0000;0000;000000;000000;000000;000000;000000;000000;000000;000000;000000;2; ;2; ;2; ;2; ;2; ;2; ;00; ;01; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;01;1;2;006;00037;3;226
00037;03;1;02;2; ; ;2; ; ; ; ; ; ;2; ; ;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;0098;0020;0049;0000;0000;0060;0200;0036;0000;0000;0090;0023;0000;0000;0350;0180;000000;000000;000000;001500;000000;000000;000000;000000;000000;1;001500;2; ;2; ;2; ;2; ;2; ;00; ;01; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;01;1;2;006;00037;3;226
00037;04;1;01;2; ; ;2; ; ; ; ; ; ;2; ; ;1;2;1;2;2;1;2;2;2;2;1;2;2;2;2;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0050;0050;0000;0000;0020;0350;000000;000000;000000;000000;000200;000000;000000;000000;000000;1;000200;2; ;2; ;2; ;2; ;2; ;00; ;01; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;01;1;2;006;00037;3;226
00037;05;1;01;2; ; ;2; ; ; ; ; ; ;2; ; ;1;1;1;2;2;1;2;1;1;1;1;1;2;1;1;0060;0000;0014;0000;0000;0017;0135;0000;0046;0000;0000;0010;0000;0000;0000;0175;000000;000000;000000;000000;000000;000000;000000;000000;000000;2; ;2; ;2; ;2; ;2; ;2; ;00; ;01; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;01;1;2;006;00037;3;226
00038;01;1;04;2; ; ;2; ; ; ; ; ; ;2; ; ;1;1;2;2;2;1;1;2;1;1;1;1;2;2;2;0100;0100;0140;0100;0080;0050;0300;0100;0050;0030;0060;0056;0100;0000;0000;0000;000000;000000;000000;000000;000000;000000;000000;000000;000000;2; ;2; ;2; ;2; ;2; ;2; ;00; ;01; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;01;1;2;005;00038;2;218
00038;02;1;05;2; ; ;2; ; ; ; ; ; ;2; ; ;1;1;2;1;2;1;2;2;1;2;2;1;2;1;2;0100;0100;0084;0030;0060;0040;0150;0050;0050;0000;0000;0030;0050;0000;0000;0000;000000;000000;000000;000000;000000;000000;000000;000000;000000;2; ;2; ;2; ;2; ;2; ;2; ;00; ;01; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;01;1;2;005;00038;2;218
00038;03;1;03;2; ; ;2; ; ; ; ; ; ;2; ; ;1;2;1;1;2;1;2;2;1;1;1;1;2;1;2;0150;0100;0050;0000;0000;0100;0000;0050;0050;0000;0000;0000;0100;0000;0000;0000;000000;000000;000000;000000;000350;000000;000000;000000;000000;1;002000;2; ;2; ;2; ;2; ;2; ;00; ;02; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;01;1;2;005;00038;2;218
00038;04;1;04;2; ; ;2; ; ; ; ; ; ;2; ; ;1;2;2;2;2;1;2;2;1;1;2;1;2;1;2;0100;0100;0060;0060;0100;0040;0100;0100;0030;0000;0000;0032;0050;0000;0000;0100;000000;000000;000000;000000;000000;000000;000000;000000;000000;1;003600;2; ;2; ;2; ;2; ;2; ;00; ;01; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;01;1;2;005;00038;2;218
00038;05;1;04;2; ; ;2; ; ; ; ; ; ;2; ; ;1;1;2;1;1;1;1;1;1;1;1;1;2;1;1;0000;0000;0058;0014;0020;0000;0160;0000;0044;0000;0000;0180;0125;0000;0000;0000;000000;000000;000000;000000;000000;000000;000000;000000;000000;1;000800;2; ;2; ;2; ;2; ;2; ;00; ;02; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;01;1;2;005;00038;2;218
00039;01;1;04;2; ; ;2; ; ; ; ; ; ;2; ; ;1;2;1;1;1;1;2;2;1;1;1;1;2;1;1;0400;0200;0080;0050;0000;0000;0300;0050;0000;0000;0000;0000;0100;0000;0000;0400;000000;000000;000000;002500;000300;000000;000000;000000;000000;2; ;2; ;2; ;2; ;2; ;2; ;00; ;02; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;01;1;2;006;00039;3;177
00039;02;1;03;2; ; ;2; ; ; ; ; ; ;2; ; ;1;1;2;1;2;1;1;2;1;1;1;1;2;1;1;0260;0200;0015;0100;0000;0022;0500;0140;0000;0000;0000;0120;0070;0000;0000;0000;000000;000700;000000;000000;001800;000000;000000;000000;000000;2; ;2; ;2; ;2; ;2; ;2; ;02;000000;01; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;01;1;2;006;00039;3;177
00039;03;1;06;2; ; ;2; ; ; ; ; ; ;1;1;0101101280111902;1;1;2;2;2;1;1;1;1;1;1;1;2;1;1;0070;0080;0030;0080;0050;0050;0500;0155;0050;0000;0000;0068;0000;0000;0000;0000;000000;000700;000000;000000;000000;001500;000000;000000;000000;2; ;2; ;2; ;2; ;2; ;2; ;00; ;03; ; ; ;1;1; ;1; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;01;1;2;006;00039;3;177
00039;04;1;01;2; ; ;1;2;2;2;2;2;1;2; ; ;1;1;2;1;1;1;1;1;1;1;1;1;2;1;1;0200;0100;0014;0000;0000;0000;0400;0180;0060;0000;0000;0066;0000;0000;0000;0000;000000;000000;000000;000000;000000;000000;000000;000000;000000;2; ;2; ;2; ;2; ;2; ;2; ;00; ;01; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;01;1;2;006;00039;3;177
00040;01;1;02;2; ; ;2; ; ; ; ; ; ;2; ; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0150;0100;0060;0080;0060;0060;0600;0300;0070;0000;1500;0033;0050;0000;0000;0700;000000;000000;000000;000000;000000;000000;000000;000000;000000;2; ;2; ;2; ;2; ;2; ;2; ;00; ;01; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;01;1;2;006;00040;3;236
00040;02;1;04;2; ; ;2; ; ; ; ; ; ;2; ; ;1;1;1;1;2;2;1;1;1;1;1;1;2;1;1;0200;0100;0009;0090;0200;0100;0400;0200;0100;0020;0300;0200;0000;0000;0000;1500;000000;000000;000000;000000;000000;000000;000000;000000;000000;2; ;2; ;2; ;2; ;2; ;2; ;00; ;03; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;01;1;2;006;00040;3;236
00040;03;1;02;2; ; ;2; ; ; ; ; ; ;2; ; ;1;1;1;2;2;2;1;1;1;1;1;1;2;1;1;0200;0100;0040;0070;0060;0030;0400;0200;0020;0000;0000;0050;0030;0000;0000;0600;000000;000000;000000;000000;000000;000000;000000;000000;000000;2; ;2; ;2; ;2; ;2; ;2; ;00; ;02; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;01;1;2;006;00040;3;236
00040;04;1;04;2; ; ;2; ; ; ; ; ; ;2; ; ;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;0200;0100;0100;0090;0200;0040;0400;0200;0050;0080;0200;0045;0050;0000;0000;0300;000000;000000;000000;000000;000000;000000;000000;000000;000000;2; ;2; ;2; ;2; ;2; ;2; ;00; ;01; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;01;1;2;006;00040;3;236
00040;05;1;05;2; ; ;2; ; ; ; ; ; ;2; ; ;1;1;1;2;2;1;1;1;1;1;1;1;2;1;1;0100;0030;0030;0090;0070;0080;0600;0300;0050;0080;0400;0090;0070;0000;0000;2000;000000;000000;000000;000000;000000;000000;000000;000000;000000;2; ;2; ;2; ;2; ;2; ;2; ;00; ;02; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;01;1;2;006;00040;3;236
00041;01;1;01;2; ; ;2; ; ; ; ; ; ;2; ; ;1;1;1;2;2;2;2;1;1;1;1;1;2;1;1;0100;0100;0020;0020;0020;0020;0300;0100;0010;0000;0000;0026;0026;0000;0000;0000;000000;000000;000000;000000;000000;000000;000000;000000;000000;2; ;2; ;2; ;2; ;2; ;2; ;00; ;01; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;01;1;2;007;00041;4;265
00041;02;1;02;2; ; ;2; ; ; ; ; ; ;2; ; ;1;2;1;2;1;1;2;2;1;1;1;1;2;1;2;0100;0050;0050;9999;9999;0030;0400;0200;0020;0000;0000;0030;0000;0000;0000;0000;000000;000000;000000;000000;000000;000000;000000;000000;000000;2; ;2; ;2; ;2; ;2; ;2; ;00; ;02; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;01;1;2;007;00041;4;265
00041;03;1;04;2; ; ;2; ; ; ; ; ; ;2; ; ;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;0200;0050;0050;0050;0010;0090;0500;0200;0030;0080;0900;0050;0080;0000;0000;3400;000000;000000;000000;000000;000000;000000;000000;000000;000000;2; ;2; ;2; ;2; ;2; ;2; ;00; ;02; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;01;1;2;007;00041;4;265
00041;04;1;02;2; ; ;2; ; ; ; ; ; ;2; ; ;1;1;2;1;1;1;2;1;1;1;1;1;2;1;2;0200;0200;0100;0100;0100;0050;0400;0300;0060;0150;0100;0060;0050;0100;0100;0300;000000;000000;000000;000500;000000;000000;000000;000300;000000;2; ;2; ;2; ;2; ;2; ;2; ;00; ;01; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;01;1;2;007;00041;4;265
00041;05;1;02;2; ; ;2; ; ; ; ; ; ;2; ; ;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;0200;0100;0090;0090;0050;0040;0300;0200;0030;0000;0000;0050;0060;0000;0000;0000;000000;000000;000000;000000;000000;000000;000000;000000;000000;2; ;2; ;2; ;2; ;2; ;2; ;00; ;01; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;01;1;2;007;00041;4;265
00042;01;1;06;2; ; ;2; ; ; ; ; ; ;2; ; ;1;1;1;2;2;1;1;2;2;1;1;1;2;1;2;0050;0050;0210;0100;0100;0030;0100;0100;0070;0000;0000;0060;0027;0000;0000;0000;000000;000000;000000;000000;000000;000000;000000;000000;000000;1;000100;2; ;2; ;2; ;2; ;2; ;01;000000;02; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ;01;1;2;006;00042;3;229
00042;02;1;04;2; ; ;1;1;2;2;2;2;2;2; ; ;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;0250;0100;0028;0037;0000;0000;0500;0180;0015;0100;0200;0068;0000;0000;0000;0300;000000;003000;000000;001800;009000;000000;000500;000000;000000;1;002000;2; ;2; ;1;005000;2; ;2; ;00; ;03; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;01;1;2;006;00042;3;229
00042;03;1;02;2; ; ;2; ; ; ; ; ; ;2; ; ;1;2;2;2;2;2;2;1;1;1;1;1;2;1;1;0250;0250;0140;0000;0030;0030;0080;0160;0000;0000;0000;0078;0000;0000;0000;0000;000000;000000;000000;000000;000000;000000;000000;000000;000000;2; ;2; ;2; ;2; ;2; ;2; ;02;000000;02; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;01;1;2;006;00042;3;229
00042;04;1;04;2; ; ;2; ; ; ; ; ; ;2; ; ;1;2;1;1;1;1;1;1;1;1;1;1;2;1;1;0300;0100;0014;0150;0070;0000;0250;0070;0035;0130;0150;0066;0090;0000;0000;0000;000000;000000;000000;000000;000000;000000;000000;000000;000000;2; ;2; ;2; ;2; ;2; ;2; ;00; ;02; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;01;1;2;006;00042;3;229
00042;05;1;01;2; ; ;2; ; ; ; ; ; ;2; ; ;1;1;2;2;2;1;2;1;1;1;1;1;2;1;2;0200;0100;0015;0000;0020;0020;0050;0070;0020;0000;0200;0030;0050;0000;0000;0100;000000;000000;000000;999999;001800;000000;000000;000000;000000;1;002000;2; ;2; ;2; ;2; ;2; ;00; ;01; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;01;1;2;006;00042;3;229
00043;01;1;02;2; ; ;1;1;2;2;2;2;2;2; ; ;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;0030;0000;0000;0025;0000;0000;0000;0045;0000;0023;0060;0000;0025;0000;0000;0300;000000;000000;000000;000000;000000;000000;000000;000000;000000;2; ;2; ;2; ;2; ;2; ;2; ;00; ;01; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;01;1;2;007;00043;4;250
00043;02;1;01;2; ; ;2; ; ; ; ; ; ;2; ; ;1;1;1;1;2;2;2;1;1;1;1;1;2;2;2;0030;0050;0014;0000;0000;0000;0045;0030;0027;0000;0000;0064;0000;0000;0000;0000;000000;000000;000000;000000;000000;000000;000000;000000;000000;2; ;2; ;2; ;2; ;2; ;2; ;00; ;01; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;01;1;2;007;00043;4;250
00043;03;1;04;2; ; ;2; ; ; ; ; ; ;2; ; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0160;0000;0030;0060;0030;0000;0000;0050;0000;0000;0000;0060;0000;0000;0000;0290;000000;000000;000000;000000;000000;000000;000000;000000;000000;2; ;2; ;2; ;2; ;2; ;2; ;00; ;02; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;01;1;2;007;00043;4;250
00043;04;1;04;2; ; ;2; ; ; ; ; ; ;2; ; ;1;1;1;1;1;1;1;1;2;2;2;1;1;1;1;0200;0200;0028;0030;0010;0020;0400;0050;0020;0000;0000;0017;0100;0000;0000;0000;000000;000000;000000;000000;000000;000000;000000;000000;000000;2; ;2; ;2; ;2; ;2; ;2; ;00; ;02; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;01;1;2;007;00043;4;250
00043;05;1;03;2; ; ;1;1;2;2;2;2;2;2; ; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0100;0200;0050;0020;0030;0040;0250;0060;0015;0020;0150;0150;0000;0000;0000;0200;000000;000000;000000;003000;000000;000000;000000;000000;000000;1;000300;2; ;2; ;2; ;2; ;2; ;00; ;03; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;01;1;2;007;00043;4;250
00044;01;1;03;2; ; ;2; ; ; ; ; ; ;2; ; ;1;1;1;2;1;1;2;2;1;1;1;1;2;1;1;0300;0200;0015;0080;0100;0050;0200;0200;0030;0030;0100;0030;0090;0000;0000;0000;000000;000000;000000;001000;000000;000000;000000;000000;000000;1;001000;2; ;2; ;2; ;2; ;2; ;00; ;01; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;01;1;2;005;00044;2;202
00044;02;1;04;2; ; ;2; ; ; ; ; ; ;2; ; ;1;2;1;2;2;1;2;2;1;1;1;1;2;2;2;0100;0100;0070;0000;0050;0030;0025;0070;0030;0000;0000;0020;0022;0000;0100;0000;000000;000000;000000;000000;000000;000000;000000;000000;000000;2; ;2; ;2; ;2; ;2; ;2; ;00; ;01; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;01;1;2;005;00044;2;202
00044;03;1;05;2; ; ;2; ; ; ; ; ; ;2; ; ;1;2;1;2;2;1;2;2;2;2;2;1;2;2;2;0000;0050;0030;0040;0200;0050;0100;0050;0100;0000;0000;0025;0100;0000;0000;0000;000000;000000;000000;000000;000000;000000;000000;000000;000000;2; ;2; ;2; ;2; ;2; ;2; ;00; ;01; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;01;1;2;005;00044;2;202
00044;04;1;07;2; ; ;2; ; ; ; ; ; ;2; ; ;1;2;1;2;2;1;2;2;1;1;1;1;2;1;1;0200;0150;0150;0100;0100;0200;0100;0035;0050;0000;0000;0040;0045;9999;9999;0200;000000;000000;000000;000000;000000;000000;000000;000000;000000;2; ;2; ;2; ;2; ;2; ;2; ;00; ;02; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ;01;1;2;005;00044;2;202
00044;05;1;02;2; ; ;2; ; ; ; ; ; ;2; ; ;1;2;2;2;2;1;2;2;1;1;1;1;2;1;1;9999;0000;0036;0015;0000;0035;0000;0050;0035;0000;0000;0025;0035;0000;0000;0000;000000;000000;000000;000000;000000;000000;000000;000000;000000;2; ;2; ;2; ;2; ;2; ;2; ;00; ;01; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;01;1;2;005;00044;2;202
00045;01;1;04;2; ; ;2; ; ; ; ; ; ;2; ; ;1;1;1;1;1;1;1;2;1;1;1;1;2;1;1;0100;0100;0150;0000;0100;0150;0300;0200;0050;0000;0000;0030;0100;0000;0000;0300;000000;000000;000000;001000;000500;000000;000000;000000;000000;2; ;2; ;2; ;2; ;2; ;2; ;01;000000;02; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;01;1;2;006;00045;3;211
00045;02;1;01;2; ; ;2; ; ; ; ; ; ;2; ; ;1;1;2;2;1;1;1;1;1;1;1;1;2;1;1;0300;0300;0007;0100;0100;0100;0300;0150;0020;0100;0300;0035;0050;0000;0000;0400;000000;002400;000000;000000;000300;000000;000600;000000;000000;1;015000;2; ;2; ;1;005500;2; ;2; ;01;000000;01; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;01;1;2;006;00045;3;211
00045;03;1;02;2; ; ;2; ; ; ; ; ; ;2; ; ;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;0200;0200;0100;0000;0150;0150;0200;0100;0025;0000;0000;0035;0000;0200;0050;0000;000000;000000;000000;000000;000000;000000;000000;000000;000000;2; ;2; ;2; ;2; ;2; ;2; ;00; ;02; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;01;1;2;006;00045;3;211
00045;04;1;02;2; ; ;2; ; ; ; ; ; ;2; ; ;1;1;1;2;2;1;2;2;1;1;1;1;1;2;1;0000;0000;0000;0020;0000;0000;0000;0020;0000;0000;0000;0015;0000;0000;0000;0200;000000;000000;000000;000000;000000;000000;000000;000000;000000;2; ;2; ;2; ;2; ;2; ;2; ;01;999999;01; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;01;1;2;006;00045;3;211
00045;05;1;05;2; ; ;2; ; ; ; ; ; ;2; ; ;1;1;1;2;2;1;1;1;1;1;1;1;2;1;2;0300;0200;0091;0000;0134;0042;0130;0018;0044;0020;0000;0015;0024;0000;0000;0000;000000;000000;000000;000000;000000;000000;000000;000000;000000;2; ;2; ;2; ;2; ;2; ;2; ;00; ;05; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;01;1;2;006;00045;3;211
00046;01;1;05;2; ; ;2; ; ; ; ; ; ;2; ; ;1;2;1;2;2;1;1;1;1;1;1;1;2;1;2;0100;0100;0050;0050;0040;0100;0000;0100;0000;0000;0000;0030;0000;0000;0000;0000;000000;000000;000000;000000;000000;000000;000600;000000;000000;2; ;2; ;2; ;2; ;2; ;2; ;01;000000;01; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;01;1;2;006;00046;3;246
00046;02;1;01;2; ; ;2; ; ; ; ; ; ;2; ; ;1;2;2;1;1;1;1;1;1;1;1;1;2;1;1;0000;0000;0000;0020;0000;0020;0000;0000;0000;0000;0300;0000;0000;0500;0500;0500;000000;000000;000000;000000;000000;000000;000000;000000;000000;2; ;2; ;2; ;2; ;2; ;2; ;00; ;01; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;01;1;2;006;00046;3;246
00046;05;1;04;2; ; ;2; ; ; ; ; ; ;2; ; ;1;1;2;2;1;1;2;2;1;1;1;1;2;1;1;0100;0100;0020;0020;0050;0000;0200;0150;0035;0000;0000;0080;0000;0000;0000;0200;000000;000000;000000;001500;000000;001300;000000;000000;000000;1;010000;2; ;2; ;2; ;2; ;2; ;00; ;01; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;01;1;2;006;00046;3;246
00047;01;1;06;2; ; ;2; ; ; ; ; ; ;2; ; ;1;1;2;2;1;1;1;2;1;1;1;1;2;1;1;0300;0080;0098;0060;0050;0000;0050;0053;0000;0000;0000;0032;0000;0000;0030;0000;000000;000000;000000;000900;000000;000000;000000;000000;000000;2; ;2; ;2; ;2; ;2; ;2; ;00; ;01; ; ; ; ; ; ; ; ;1; ; ; ;1; ; ; ; ; ; ; ; ; ;01;1;2;005;00047;2;220
00047;02;1;03;2; ; ;2; ; ; ; ; ; ;2; ; ;1;1;2;1;2;1;2;2;1;1;1;1;2;1;2;0050;0050;0036;0034;0036;0020;0080;0044;0024;0000;0000;0024;0012;0000;0000;0000;000000;000000;000000;000000;000000;000000;000000;000000;000000;2; ;2; ;2; ;2; ;2; ;2; ;01;000000;02; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ;01;1;2;005;00047;2;220
00047;03;1;03;2; ; ;2; ; ; ; ; ; ;2; ; ;1;1;2;2;2;2;2;1;1;1;1;1;2;1;2;0015;0100;0042;0000;0016;0017;0140;0032;0018;0000;0000;0012;0000;0000;0000;0000;000000;000000;000000;000000;000000;000000;000000;000000;000000;2; ;2; ;2; ;2; ;2; ;2; ;00; ;02; ; ; ; ; ; ; ; ;1; ; ; ;1; ; ; ; ; ; ; ; ; ;01;1;2;005;00047;2;220
00047;04;1;02;2; ; ;2; ; ; ; ; ; ;2; ; ;1;1;2;1;1;1;1;2;2;2;1;1;2;1;1;0000;0050;0030;0060;0000;0030;0050;0060;0050;0030;0000;0060;0060;0100;0050;0000;000000;000000;000000;000000;000000;001200;000000;000000;000000;2; ;2; ;2; ;2; ;2; ;2; ;00; ;02; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;01;1;2;005;00047;2;220
00047;05;1;04;2; ; ;2; ; ; ; ; ; ;2; ; ;1;1;2;1;2;1;1;1;1;1;1;1;2;1;1;0100;0100;0084;0050;0030;0000;0250;0060;0010;0000;0000;0038;0000;0000;0000;0000;000000;000000;000000;000250;000320;000000;000000;000000;000000;2; ;2; ;2; ;2; ;2; ;2; ;01;000000;01; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;01;1;2;005;00047;2;220
00048;01;1;03;2; ; ;2; ; ; ; ; ; ;2; ; ;1;2;1;1;1;1;1;1;1;1;1;1;2;1;2;0000;0150;0060;0000;0200;0020;0250;0100;0030;0000;0000;0030;0000;0200;0200;0000;000000;000000;000000;000000;000000;000000;000000;000000;000000;2; ;2; ;2; ;2; ;2; ;2; ;00; ;01; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;01;1;2;005;00048;2;243
